path	bytes	sha256
deliverables/FINAL_DELIVERY_AUDIT.md	3196	8C6CDE27518255759D4BF5F10DB03218098A1996B1816D2F499BB1877A50FE1E
results/real_optimized/PERFORMANCE_OPTIMIZATION_AUDIT.md	5211	7D8DC296153408285AA4C55AA17A062EE12E0EA3ABEEAFF22CB1EDE0DDD1637A
results/real_optimized/optimized_global_response_metrics.tsv	1006	032CA45031D5BABD2590D125978E26B557E9AD5D193A0B3502167571A12E26D2
results/real_optimized/optimized_lodo_response_metrics.tsv	5704	92D1F540D06BE818B7763837387D8236FD24D83A9C70C31C11C1B7068BF4BE2C
results/endpoint_modules/ENDPOINT_MODULE_MODEL_AUDIT.md	33613	6C465A1462F72668107102DD12C871EC75894EB4C3C032A5277B08C112841E63
results/endpoint_modules/endpoint_module_summary.tsv	59384	607AFE550E2B2862C88059C32A888F253D4493A87F177C93E15AE16988D9359F
results/endpoint_modules/endpoint_module_pairwise_comparisons.tsv	67084	C151A28CABF5D528756A2F0BD8192FD95CF7691AF05197310A6EA0E95B53114F
results/endpoint_modules/endpoint_module_lodo_metrics.tsv	676891	76D6C5EAC819A2BA3AE80819BF98D99944784A7D8F6A5385233919C762EF3D6E
results/endpoint_modules/endpoint_module_decision_curve.tsv	644330	42E335559B5167D1748330C0056B4699D96ACA10AE2920E494CE66BBE18C69B9
results/endpoint_modules/endpoint_label_sensitivity_audit.tsv	2330	2D1F87CD94DD1F5D2AC67A63506D4952EB895C8724F04CC066B3DBD29CAF49FA
results/endpoint_modules/endpoint_module_gene_coverage.tsv	122147	4EB891B5055A2FDB3BCADE6E4CC6B7C4C717E16889543D41FEF8AF896B752EFF
results/endpoint_modules/endpoint_module_feature_weights.tsv	99408	5A5C41539F8BEE8EA927A3DE93AC42FBA403F2B4127BBA430790BA31D8F10574
results/endpoint_modules/endpoint_module_inner_selection.tsv	128690	99D8F9887DA007BABFBDE0C356E7BDAAC251BBB70AC6C733B4ADFC77EF4476A9
results/curation/MANUAL_CURATION_AUDIT.md	3362	EED7486D5E0D4F1AC6F56831192C2355062727279ABCD27CA40715ACB0E135A3
results/curation/manual_curation_audit.tsv	9672	2741451DED67E181A935FDA8DE26F760534D08597460BB4E93C0E42A82D8B5EC
results/curation/EXTERNAL_COHORT_GAP_AUDIT.md	2613	FA952BC4CE06F72D441A49C20343B9CFEC3315D230DE7809E2BA4D3DA5CDDD29
results/curation/external_cohort_gap_audit.tsv	5427	D332A1ECC4DD885792D160D2C4D40BE921D2AA2DCB86DDF3FE48720237FCF0CC
tables/gide_prjeb23709_pre_qc.tsv	597	2A0E8CD831FD7A133D030A5E44E2A2A632D624175554FB89631D9F62258BECC8
data/metadata/manual_response_curation.tsv	267632	A0755EDAACD24B0BFC0B2E17F6C2CE6B18239AEEB835C5E9A3A19936248368A6
data/external/PRJEB23709/gide_prjeb23709_response_map.tsv	27956	2E20DBA0C557C2705481CAF90668F0A4966F035AA07FCE70C4C8695C6255D462
data/external/PRJEB23709/mmc2.xlsx	19415	6153CD8606C17A43F2A1DD36967A5680B42693007F428DAFFC4BB80FEEFE2C15
data/external/PRJEB23709/mmc3.xlsx	18612	83C5EFAC77E6566FB4AF3569AFE8F814325D03394C05E21D7F6952E9F9C44AC5
data/raw/PRJEB23709/ena_run_metadata.tsv	35620	76B86B72437F72669CA65480B53B57C095F6296FB0D6AB978C5C312864014A8F
data/external/TIGER_site_js/immunotherapy_downloadtable.json	3855	473D787A5E36AA15DC3F678F0E0051B463E5E3D510D7941003C6A6A00B88BF1D
data/external/TIGER_PRJEB23709/Melanoma-PRJEB23709.clinical.tsv	14040	4DA533A804E189950734980925E4062357AD6DBFD469A4CC6BA44603DF313049
data/external/TIGER_PRJEB23709/Melanoma-PRJEB23709.expression.tsv	50718961	BE08F90BD0B7758BBD46E1D0363E50857E15E82ED2D513E0ED89B1BD77D01C48
data/processed/bulk/GSE145996.metadata.tsv	5834	6F79C3BA9E714730227A08B7F07741CAFC818B84B5385C2B1F6E67E0DC063D89
data/processed/bulk/GSE145996.expr.tsv	4566031	A3F6DF36A27FB77A3EF07358FD231E1B95FE41F76CAF1F39498D9989E5612A63
data/processed/bulk/PRJEB23709_PD1_PRE.metadata.tsv	38653	C497DD3E28F78ACC6CB2F6932DE75662E14DAABCA081D278C7C61E24865E7FDA
data/processed/bulk/PRJEB23709_PD1_PRE.expr.tsv	23828262	90747A75471166A6035385BA89F7C9E54E8629147D91CDAB94025F7C9CDA209E
data/processed/bulk/PRJEB23709_COMBO_PRE.metadata.tsv	31552	94B5EED60EB33C535B69963BA75466FB15A900AF9EF3A2695FE8A55A65A8B6A3
data/processed/bulk/PRJEB23709_COMBO_PRE.expr.tsv	19175420	B59E6640529AE2967B4EE1CAAB4D8CBA7F38D3C5C710CFB3A5357BFBB24B1A5D
src/econiche_opt/model/endpoint_modules.py	26936	D410C8FD2EEDA7303DB5953198293FDB8CF48D3686D2CDDB97611995DE965C85
scripts/model/run_endpoint_module_analysis.py	18532	D6D8C97056049E9740761147AD4FDD98FD8B51803802E4698ADD1495017459A1
scripts/preprocess/preprocess_bulk.py	11694	2C76D87C93B4A94656D52FCBEF6D342D611C6EA65B00734F7F2AFE8801FDE02A
scripts/preprocess/preprocess_gide_prjeb23709.py	8332	1E3BC39A702E93275085F08CCC275D9F91FB04C3244794E31E234B81E470861F
scripts/preprocess/audit_external_cohort_gaps.py	9113	CD3840CCF38200221B5980DEE7969CF4369F950FE576F1605EAE2DB0341B8F93
config/data_registry.yml	15452	FE8B44702F672D89D4DE54C95CBF3ED420D6B091AEF330D53A893605E27FD11B
config/source_registry.yml	1578	0F4ECCF6EBFACD6FB0663F6CC31155A531F64A4EC3BC0926D42126AE20B16749
tests/test_endpoint_modules.py	1414	AA92DA70ABC415EE6BA4591C81B86F9E5B63EF6E01698AB6EE3188C2CC88C705
